Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI_Ratio,Status,OUTCOME,State,Median_state_inc,UPB_Appraisal,F_OUTCOME,I_OUTCOME,P_0,P_1
9,4,1,9,0,6,9,8,9,0,Pay-of,0,FL,1,0,0,0,0.9918483891,0.0081516109
1,1,8,8,0,8,8,8,9,3,Pay-of,0,WA,7,0,0,0,0.9924348117,0.0075651883
0,0,4,2,0,8,8,8,9,5,Pay-of,0,IL,6,0,0,0,0.97616457,0.02383543
5,6,1,5,0,7,9,8,9,1,Pay-of,0,CO,8,0,0,0,0.9846306936,0.0153693064
3,1,5,7,0,7,8,8,9,3,Pay-of,0,CA,7,0,0,0,0.9895219866,0.0104780134
5,6,2,8,0,8,9,8,9,2,Pay-of,0,NJ,9,0,0,0,0.9924348117,0.0075651883
7,1,4,2,0,8,8,8,9,5,Pay-of,0,MD,9,0,0,0,0.97616457,0.02383543
9,8,8,3,0,9,9,9,9,5,Pay-of,0,NC,0,0,0,0,0.9827258541,0.0172741459
7,4,5,3,1,7,7,9,9,4,Pay-of,0,MD,9,0,0,0,0.983092274,0.016907726
5,5,8,9,0,6,6,9,9,5,Pay-of,0,CA,7,0,0,0,0.9918483891,0.0081516109
1,5,8,6,0,9,6,8,9,9,Pay-of,0,NJ,9,0,0,0,0.9902741283,0.0097258717
1,1,8,6,0,5,6,8,9,3,Pay-of,0,MD,9,0,0,0,0.983449416,0.016550584
4,3,6,3,1,9,4,9,9,9,Pay-of,0,DC,3,0,0,0,0.9870318511,0.0129681489
1,2,8,4,0,7,8,8,9,3,Pay-of,0,MO,4,0,0,0,0.9814009369,0.0185990631
7,4,3,6,0,7,8,8,9,2,Pay-of,0,FL,1,0,0,0,0.9873068518,0.0126931482
8,6,9,4,0,7,6,8,9,7,Pay-of,0,NJ,9,0,0,0,0.9814009369,0.0185990631
2,8,9,1,0,5,6,8,9,4,Pay-of,0,NY,5,0,0,0,0.9574878504,0.0425121496
8,0,4,6,0,7,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.9873068518,0.0126931482
5,5,2,1,0,8,2,8,9,9,Pay-of,0,CA,7,0,0,0,0.9712077381,0.0287922619
5,6,1,2,0,9,9,8,9,8,Pay-of,0,CA,7,0,0,0,0.979104303,0.020895697
2,3,8,6,0,7,7,8,9,5,Pay-of,0,CA,7,0,0,0,0.9873068518,0.0126931482
1,3,1,7,0,6,6,9,9,4,Pay-of,0,MD,9,0,0,0,0.9880299584,0.0119700416
1,0,4,5,0,6,8,8,9,2,Pay-of,0,CA,7,0,0,0,0.9824545141,0.0175454859
0,3,4,0,0,9,9,8,9,0,Pay-of,0,WI,7,0,0,0,0.969499777,0.030500223
3,9,4,0,1,7,2,8,9,9,Pay-of,0,CA,7,0,0,0,0.970138224,0.029861776
5,5,0,5,0,7,9,9,9,1,Pay-of,0,NY,5,0,0,0,0.9846306936,0.0153693064
1,2,9,8,0,7,7,8,9,6,Pay-of,0,FL,1,0,0,0,0.9913539342,0.0086460658
9,8,0,8,0,6,6,8,9,5,Pay-of,0,CA,7,0,0,0,0.9901201636,0.0098798364
2,1,8,4,1,9,8,8,9,8,Pay-of,0,OH,5,0,0,0,0.989294457,0.010705543
1,0,4,5,0,8,8,8,9,4,Pay-of,0,MI,6,0,0,0,0.9865406577,0.0134593423
3,1,8,8,0,7,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.9913539342,0.0086460658
4,4,8,1,0,6,6,8,9,5,Pay-of,0,VA,8,0,0,0,0.9626429163,0.0373570837
9,3,4,4,1,8,9,8,9,2,Pay-of,0,PA,5,0,0,0,0.9877704299,0.0122295701
5,3,8,1,1,8,7,9,9,7,Pay-of,0,CA,7,0,0,0,0.9783215665,0.0216784335
1,7,2,5,1,8,6,8,9,8,Pay-of,0,NY,5,0,0,0,0.9899054909,0.0100945091
2,1,1,3,0,6,9,8,9,0,Pay-of,0,CA,7,0,0,0,0.9743495415,0.0256504585
0,1,6,0,0,4,6,8,9,2,Pay-of,0,IL,6,0,0,0,0.9419070301,0.0580929699
9,9,2,2,0,9,9,8,9,3,Pay-of,0,CA,7,0,0,0,0.979104303,0.020895697
5,2,8,3,0,7,7,8,9,3,Pay-of,0,NY,5,0,0,0,0.9775079725,0.0224920275
1,2,4,4,0,4,9,8,9,0,Pay-of,0,FL,1,0,0,0,0.9724002094,0.0275997906
5,7,5,6,0,7,4,8,9,8,Pay-of,0,PA,5,0,0,0,0.9873068518,0.0126931482
9,1,4,7,0,3,8,8,9,0,Pay-of,0,CA,7,0,0,0,0.9821789893,0.0178210107
1,3,2,4,1,7,7,8,9,6,Pay-of,0,CO,8,0,0,0,0.9860325073,0.0139674927
4,1,1,8,0,5,6,8,9,3,Pay-of,0,CA,7,0,0,0,0.9887123417,0.0112876583
9,0,0,1,0,8,9,8,9,4,Pay-of,0,CA,7,0,0,0,0.9712077381,0.0287922619
3,0,5,1,0,9,9,8,9,7,Pay-of,0,GA,4,0,0,0,0.9747430021,0.0252569979
0,1,2,4,0,7,9,9,9,2,Pay-of,0,CO,8,0,0,0,0.9814009369,0.0185990631
3,3,8,7,0,8,6,8,9,7,Pay-of,0,MO,4,0,0,0,0.9908297643,0.0091702357
0,1,2,6,0,6,8,8,9,2,Pay-of,0,CA,7,0,0,0,0.9855040178,0.0144959822
8,0,8,0,0,9,8,8,9,8,Pay-of,0,FL,1,0,0,0,0.969499777,0.030500223
5,7,2,7,0,6,9,8,9,1,Pay-of,0,TN,0,0,0,0,0.9880299584,0.0119700416
6,1,8,7,1,7,4,8,9,7,Pay-of,0,CA,7,0,0,0,0.9921474208,0.0078525792
0,0,8,5,0,7,9,9,9,2,Pay-of,0,CA,7,0,0,0,0.9846306936,0.0153693064
5,1,1,5,1,8,7,8,9,7,Pay-of,0,CA,7,0,0,0,0.9899054909,0.0100945091
8,9,3,5,0,7,6,9,9,7,Pay-of,0,AZ,3,0,0,0,0.9846306936,0.0153693064
9,3,4,2,0,8,8,9,9,4,Pay-of,0,MD,9,0,0,0,0.97616457,0.02383543
8,0,0,5,0,9,9,9,9,2,Pay-of,0,GA,4,0,0,0,0.9882161086,0.0117838914
0,0,5,2,1,9,7,9,9,9,Pay-of,0,MD,9,0,0,0,0.9842986352,0.0157013648
1,9,0,0,1,9,9,8,9,1,Pay-of,0,CA,7,0,0,0,0.9770256162,0.0229743838
0,2,8,5,1,8,4,8,9,9,Pay-of,0,WA,7,0,0,0,0.9899054909,0.0100945091
8,0,8,7,0,7,9,8,9,1,Pay-of,0,NJ,9,0,0,0,0.9895219866,0.0104780134
1,9,8,6,0,9,6,8,9,9,Pay-of,0,CA,7,0,0,0,0.9902741283,0.0097258717
4,2,8,6,0,8,8,8,9,4,Pay-of,0,NY,5,0,0,0,0.9888879993,0.0111120007
1,6,8,7,0,7,8,8,9,2,Pay-of,0,CA,7,0,0,0,0.9895219866,0.0104780134
2,3,8,4,1,7,8,9,9,3,Pay-of,0,CA,7,0,0,0,0.9860325073,0.0139674927
6,1,8,2,1,8,5,8,9,9,Pay-of,0,CA,7,0,0,0,0.9820762945,0.0179237055
1,2,8,9,0,7,8,8,9,3,Pay-of,0,IL,6,0,0,0,0.9928678976,0.0071321024
1,3,8,7,1,7,2,8,9,9,Pay-of,0,MA,8,0,0,0,0.9921474208,0.0078525792
1,0,8,5,0,7,8,8,9,3,Pay-of,0,UT,8,0,0,0,0.9846306936,0.0153693064
5,9,1,1,0,9,6,9,9,9,Pay-of,0,AZ,3,0,0,0,0.9747430021,0.0252569979
5,1,2,0,1,6,2,9,9,9,Pay-of,0,CA,7,0,0,0,0.9659809163,0.0340190837
5,5,0,9,0,8,9,8,9,3,Pay-of,0,HI,8,0,0,0,0.9937607,0.0062393
5,1,1,8,0,8,8,8,9,6,Pay-of,0,VA,8,0,0,0,0.9924348117,0.0075651883
9,1,4,9,0,5,8,8,9,1,Pay-of,0,NY,5,0,0,0,0.9906845129,0.0093154871
2,5,4,5,0,7,3,8,9,8,Pay-of,0,NJ,9,0,0,0,0.9846306936,0.0153693064
7,0,6,5,1,7,6,8,9,6,Pay-of,0,CA,7,0,0,0,0.9884674357,0.0115325643
1,5,1,3,0,7,6,9,9,7,Pay-of,0,NY,5,0,0,0,0.9775079725,0.0224920275
3,8,3,1,0,9,6,9,9,9,Pay-of,0,FL,1,0,0,0,0.9747430021,0.0252569979
0,6,2,5,0,6,6,8,9,5,Pay-of,0,MA,8,0,0,0,0.9824545141,0.0175454859
7,3,2,0,1,8,5,9,9,8,Pay-of,0,CA,7,0,0,0,0.9738012661,0.0261987339
0,0,1,7,0,9,7,9,9,8,Pay-of,0,CA,7,0,0,0,0.9919756399,0.0080243601
0,1,2,3,0,6,6,8,9,6,Pay-of,0,CO,8,0,0,0,0.9743495415,0.0256504585
4,9,3,6,1,9,6,8,9,9,Pay-of,0,MA,8,1,0,0,0.9927124892,0.0072875108
9,4,4,8,0,6,9,8,9,0,Pay-of,0,CA,7,0,0,0,0.9901201636,0.0098798364
8,6,2,5,0,7,9,8,9,0,Pay-of,0,CA,7,0,0,0,0.9846306936,0.0153693064
6,0,1,0,0,7,9,8,9,0,Pay-of,0,VA,8,0,0,0,0.9604475797,0.0395524203
6,0,2,2,0,9,9,9,9,8,Pay-of,0,MN,9,0,0,0,0.979104303,0.020895697
3,0,4,5,0,1,8,9,9,0,Pay-of,0,NJ,9,0,0,0,0.9661726537,0.0338273463
5,2,2,5,0,4,9,9,9,0,Pay-of,0,NV,7,0,0,0,0.9771565759,0.0228434241
9,5,8,3,0,8,8,9,9,6,Pay-of,0,MN,9,0,0,0,0.9802853637,0.0197146363
8,6,3,6,0,6,2,9,9,9,Pay-of,0,NY,5,0,0,0,0.9855040178,0.0144959822
2,4,8,2,0,8,7,9,9,5,Pay-of,0,CA,7,0,0,0,0.97616457,0.02383543
7,3,2,2,0,8,7,9,9,7,Pay-of,0,FL,1,0,0,0,0.97616457,0.02383543
9,1,2,5,0,3,9,9,9,0,Pay-of,0,CA,7,0,0,0,0.9739501153,0.0260498847
2,1,5,0,0,9,8,9,9,8,Pay-of,0,MD,9,0,0,0,0.969499777,0.030500223
7,6,8,2,1,8,4,9,9,9,Pay-of,0,CA,7,0,0,0,0.9820762945,0.0179237055
1,0,4,6,0,9,8,9,9,7,Pay-of,0,CT,9,0,0,0,0.9902741283,0.0097258717
5,9,4,9,0,7,9,9,9,1,Pay-of,0,CA,7,0,0,0,0.9928678976,0.0071321024
9,1,1,5,0,9,9,9,9,9,Pay-of,0,CA,7,0,0,0,0.9882161086,0.0117838914
5,8,8,2,0,7,9,9,9,1,Pay-of,0,CO,8,0,0,0,0.9728227374,0.0271772626
5,6,4,6,0,9,9,9,9,8,Pay-of,0,KY,0,0,0,0,0.9902741283,0.0097258717
7,9,8,6,0,9,6,9,9,9,Pay-of,0,NY,5,0,0,0,0.9902741283,0.0097258717
0,3,8,4,0,8,7,9,9,7,Pay-of,0,OR,3,0,0,0,0.9837056251,0.0162943749
9,9,2,1,0,9,9,9,9,3,Pay-of,0,AZ,3,0,0,0,0.9747430021,0.0252569979
2,9,0,2,0,9,6,9,9,9,Pay-of,0,SC,1,0,0,0,0.979104303,0.020895697
8,3,1,6,0,8,6,9,9,7,Pay-of,0,CA,7,0,0,0,0.9888879993,0.0111120007
5,1,0,2,0,7,9,9,9,1,Pay-of,0,NC,0,0,0,0,0.9728227374,0.0271772626
5,3,2,8,1,5,7,9,9,3,Pay-of,0,VA,8,0,0,0,0.9915389107,0.0084610893
5,7,2,7,0,7,6,9,9,6,Pay-of,0,CA,7,0,0,0,0.9895219866,0.0104780134
8,8,1,3,1,6,6,9,9,5,Pay-of,0,NY,5,0,0,0,0.9807025349,0.0192974651
5,0,0,3,0,8,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.9802853637,0.0197146363
0,2,4,4,0,8,8,9,9,6,Pay-of,0,CA,7,0,0,0,0.9837056251,0.0162943749
8,1,1,9,0,9,9,9,9,5,Pay-of,0,MI,6,0,0,0,0.9945423549,0.0054576451
7,6,8,6,0,9,7,9,9,9,Pay-of,0,NY,5,0,0,0,0.9902741283,0.0097258717
0,2,8,4,0,9,8,9,9,7,Pay-of,0,CA,7,0,0,0,0.9857288824,0.0142711176
5,5,8,0,1,8,9,9,9,3,Pay-of,0,NY,5,0,0,0,0.9738012661,0.0261987339
9,9,1,1,0,9,9,9,9,5,Pay-of,0,SC,1,0,0,0,0.9747430021,0.0252569979
7,0,0,7,1,6,7,9,9,3,Pay-of,0,HI,8,0,0,0,0.9910258535,0.0089741465
5,2,1,0,0,9,9,9,9,7,Pay-of,0,LA,0,0,0,0,0.969499777,0.030500223
5,9,1,7,1,9,9,9,9,4,Pay-of,0,CA,7,1,0,0,0.993990006,0.006009994
5,0,0,5,0,9,9,9,9,5,Pay-of,0,CT,9,0,0,0,0.9882161086,0.0117838914
0,5,2,6,0,5,8,9,9,1,Pay-of,0,CA,7,0,0,0,0.983449416,0.016550584
5,8,1,1,0,9,6,9,9,9,Pay-of,0,NJ,9,0,0,0,0.9747430021,0.0252569979
3,7,2,7,0,9,9,9,9,3,Pay-of,0,IL,6,0,0,0,0.9919756399,0.0080243601
2,9,1,8,0,9,6,9,9,9,Pay-of,0,NY,5,0,0,0,0.9933814667,0.0066185333
4,7,1,2,1,9,9,9,9,2,Pay-of,0,FL,1,0,0,0,0.9842986352,0.0157013648
2,8,8,4,0,5,4,9,9,6,Pay-of,0,AZ,3,0,0,0,0.975792705,0.024207295
8,0,8,7,0,9,9,9,9,6,Pay-of,0,AZ,3,0,0,0,0.9919756399,0.0080243601
9,2,5,9,0,6,7,9,9,2,Pay-of,0,OH,5,0,0,0,0.9918483891,0.0081516109
2,6,2,9,0,7,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.9928678976,0.0071321024
9,5,1,7,0,6,2,9,9,9,Pay-of,0,CA,7,0,0,0,0.9880299584,0.0119700416
3,0,1,8,0,9,9,9,9,2,Pay-of,0,VA,8,0,0,0,0.9933814667,0.0066185333
9,8,1,1,0,9,6,9,9,9,Pay-of,0,MN,9,0,0,0,0.9747430021,0.0252569979
0,3,8,5,0,7,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.9846306936,0.0153693064
0,1,8,9,0,7,8,9,9,3,Pay-of,0,IL,6,0,0,0,0.9928678976,0.0071321024
0,0,8,8,0,9,9,9,9,9,Pay-of,0,WA,7,0,0,0,0.9933814667,0.0066185333
2,1,6,6,0,7,8,9,9,2,Pay-of,0,CA,7,0,0,0,0.9873068518,0.0126931482
1,0,8,3,0,1,9,9,9,0,Pay-of,0,NJ,9,0,0,0,0.9509221477,0.0490778523
3,1,5,8,0,8,8,9,9,4,Pay-of,0,MI,6,0,0,0,0.9924348117,0.0075651883
4,9,6,0,0,9,6,9,9,9,Pay-of,0,NJ,9,0,0,0,0.969499777,0.030500223
1,4,5,5,0,4,7,9,9,1,Pay-of,0,MI,6,0,0,0,0.9771565759,0.0228434241
5,0,6,7,0,7,7,9,9,4,Pay-of,0,CA,7,0,0,0,0.9895219866,0.0104780134
8,3,8,1,1,7,7,9,9,6,Pay-of,0,MA,8,0,0,0,0.9752744942,0.0247255058
4,1,4,8,0,8,8,9,9,4,Pay-of,0,MA,8,0,0,0,0.9924348117,0.0075651883
5,9,1,3,0,8,6,9,9,8,Pay-of,0,FL,1,0,0,0,0.9802853637,0.0197146363
0,0,8,6,1,9,8,9,9,8,Pay-of,0,VA,8,0,0,0,0.9927124892,0.0072875108
1,8,2,8,0,8,9,9,9,0,Pay-of,0,CA,7,0,0,0,0.9924348117,0.0075651883
9,2,8,8,0,7,8,9,9,3,Pay-of,0,NJ,9,0,0,0,0.9913539342,0.0086460658
3,8,4,2,0,8,6,9,9,8,Pay-of,0,NJ,9,0,0,0,0.97616457,0.02383543
8,1,1,6,0,5,7,9,9,3,Pay-of,0,IL,6,0,0,0,0.983449416,0.016550584
9,5,4,1,0,7,6,9,9,7,Pay-of,0,NJ,9,0,0,0,0.9671942914,0.0328057086
5,5,4,8,0,6,3,9,9,8,Pay-of,0,IL,6,0,0,0,0.9901201636,0.0098798364
9,8,0,1,0,9,6,9,9,9,Pay-of,0,NV,7,0,0,0,0.9747430021,0.0252569979
2,1,5,7,0,8,7,9,9,6,Pay-of,0,CO,8,0,0,0,0.9908297643,0.0091702357
8,1,8,7,1,7,7,9,9,5,Pay-of,0,CA,7,0,0,0,0.9921474208,0.0078525792
6,8,2,0,1,7,3,9,9,9,Pay-of,0,CA,7,0,0,0,0.970138224,0.029861776
8,2,4,9,0,9,9,9,9,7,Pay-of,0,NC,0,0,0,0,0.9945423549,0.0054576451
3,7,1,5,0,8,6,9,9,8,Pay-of,0,NY,5,0,0,0,0.9865406577,0.0134593423
0,1,1,3,0,8,7,9,9,7,Pay-of,0,CA,7,0,0,0,0.9802853637,0.0197146363
9,9,2,7,0,0,6,9,9,0,Pay-of,0,CA,7,1,0,0,0.9735446381,0.0264553619
5,9,1,6,0,7,9,9,9,2,Pay-of,0,VA,8,0,0,0,0.9873068518,0.0126931482
9,1,1,7,0,6,8,9,9,2,Pay-of,0,CA,7,0,0,0,0.9880299584,0.0119700416
9,9,2,3,0,8,9,9,9,2,Pay-of,0,NJ,9,1,0,0,0.9802853637,0.0197146363
7,9,1,9,0,9,9,9,9,3,Pay-of,0,VA,8,1,0,0,0.9945423549,0.0054576451
2,2,6,8,0,6,7,9,9,2,Pay-of,0,VA,8,0,0,0,0.9901201636,0.0098798364
8,9,4,0,0,9,9,9,9,7,Pay-of,0,MI,6,0,0,0,0.969499777,0.030500223
8,2,8,6,1,9,9,9,9,7,Pay-of,0,CA,7,0,0,0,0.9927124892,0.0072875108
2,1,4,0,0,8,8,9,9,5,Pay-of,0,CA,7,0,0,0,0.9652567689,0.0347432311
1,0,8,9,0,6,7,9,9,3,Pay-of,0,MD,9,0,0,0,0.9918483891,0.0081516109
5,8,1,8,1,9,9,9,9,3,Pay-of,0,FL,1,0,0,0,0.9950446891,0.0049553109
4,2,8,6,0,8,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.9888879993,0.0111120007
3,4,5,3,0,8,8,9,9,5,Pay-of,0,CA,7,0,0,0,0.9802853637,0.0197146363
9,4,5,9,0,6,8,9,9,2,Pay-of,0,IL,6,0,0,0,0.9918483891,0.0081516109
4,0,8,5,0,9,7,9,9,8,Pay-of,0,NJ,9,0,0,0,0.9882161086,0.0117838914
4,0,8,7,1,9,9,9,9,7,Pay-of,0,CA,7,0,0,0,0.993990006,0.006009994
0,2,8,4,0,7,8,9,9,5,Pay-of,0,VA,8,0,0,0,0.9814009369,0.0185990631
1,4,5,3,0,9,7,9,9,8,Pay-of,0,DC,3,0,0,0,0.9827258541,0.0172741459
6,4,8,6,0,7,8,8,9,4,Pay-of,0,CT,9,0,0,0,0.9873068518,0.0126931482
7,3,8,3,0,6,4,9,9,6,Pay-of,0,CA,7,0,0,0,0.9743495415,0.0256504585
4,6,8,3,0,9,8,9,9,7,Pay-of,0,SC,1,0,0,0,0.9827258541,0.0172741459
5,2,8,2,0,8,8,9,9,4,Pay-of,0,CA,7,0,0,0,0.97616457,0.02383543
1,8,8,4,1,7,2,9,9,9,Pay-of,0,CA,7,0,0,0,0.9860325073,0.0139674927
2,3,6,3,1,8,6,9,9,8,Pay-of,0,NJ,9,0,0,0,0.985190544,0.014809456
2,0,6,6,0,7,8,9,9,2,Pay-of,0,CA,7,0,0,0,0.9873068518,0.0126931482
0,2,8,4,1,8,7,9,9,7,Pay-of,0,HI,8,0,0,0,0.9877704299,0.0122295701
5,7,1,6,1,9,9,9,9,5,Pay-of,0,CA,7,0,0,0,0.9927124892,0.0072875108
5,8,4,9,0,9,9,9,9,5,Pay-of,0,HI,8,0,0,0,0.9945423549,0.0054576451
5,7,0,1,1,8,9,9,9,4,Pay-of,0,NJ,9,0,0,0,0.9783215665,0.0216784335
5,1,8,4,0,8,6,9,9,8,Pay-of,0,NJ,9,0,0,0,0.9837056251,0.0162943749
5,0,1,8,0,6,8,9,9,2,Pay-of,0,MD,9,0,0,0,0.9901201636,0.0098798364
5,0,2,2,1,9,9,9,9,9,Pay-of,0,FL,1,0,0,0,0.9842986352,0.0157013648
8,8,2,4,0,9,6,9,9,9,Pay-of,0,NJ,9,0,0,0,0.9857288824,0.0142711176
7,0,4,1,1,9,8,9,9,9,Pay-of,0,CA,7,0,0,0,0.9810004451,0.0189995549
3,9,5,2,0,9,6,9,9,9,Pay-of,0,NJ,9,1,0,0,0.979104303,0.020895697
1,0,1,3,1,5,6,9,9,3,Pay-of,0,NY,5,0,0,0,0.9779825945,0.0220174055
7,7,2,2,0,7,6,9,9,7,Pay-of,0,NY,5,0,0,0,0.9728227374,0.0271772626
8,0,2,5,0,8,8,9,9,5,Pay-of,0,CA,7,0,0,0,0.9865406577,0.0134593423
9,2,1,6,0,7,7,9,9,5,Pay-of,0,VA,8,0,0,0,0.9873068518,0.0126931482
9,5,0,6,0,9,9,9,9,5,Pay-of,0,FL,1,0,0,0,0.9902741283,0.0097258717
2,0,5,5,0,1,8,9,9,0,Pay-of,0,FL,1,0,0,0,0.9661726537,0.0338273463
3,3,4,6,0,8,7,9,9,8,Pay-of,0,AZ,3,0,0,0,0.9888879993,0.0111120007
8,1,6,6,0,3,7,9,9,1,Pay-of,0,NY,5,0,0,0,0.9784453019,0.0215546981
7,9,0,9,0,8,6,9,9,8,Pay-of,0,NV,7,1,0,0,0.9937607,0.0062393
9,6,1,5,0,8,9,9,9,1,Pay-of,0,TX,2,0,0,0,0.9865406577,0.0134593423
1,3,8,7,0,7,7,9,9,5,Pay-of,0,VA,8,0,0,0,0.9895219866,0.0104780134
8,5,2,0,0,6,3,9,9,8,Pay-of,0,VA,8,0,0,0,0.9550037301,0.0449962699
0,0,8,2,0,8,7,9,9,7,Pay-of,0,NY,5,0,0,0,0.97616457,0.02383543
8,0,4,1,0,8,9,9,9,2,Pay-of,0,GA,4,0,0,0,0.9712077381,0.0287922619
5,4,4,1,0,6,6,9,9,6,Pay-of,0,MD,9,0,0,0,0.9626429163,0.0373570837
3,0,8,9,0,6,9,9,9,1,Pay-of,0,AZ,3,0,0,0,0.9918483891,0.0081516109
1,1,5,5,1,8,4,9,9,9,Pay-of,0,CA,7,0,0,0,0.9899054909,0.0100945091
5,4,1,9,0,9,9,9,9,5,Pay-of,0,MD,9,0,0,0,0.9945423549,0.0054576451
3,9,1,7,0,9,9,9,9,8,Pay-of,0,MA,8,0,0,0,0.9919756399,0.0080243601
7,5,4,5,0,7,6,9,9,6,Pay-of,0,PA,5,0,0,0,0.9846306936,0.0153693064
8,6,1,3,0,6,6,9,9,4,Pay-of,0,NJ,9,0,0,0,0.9743495415,0.0256504585
1,1,8,6,0,8,5,9,9,8,Pay-of,0,VA,8,0,0,0,0.9888879993,0.0111120007
9,3,1,7,0,6,4,9,9,7,Pay-of,0,NY,5,0,0,0,0.9880299584,0.0119700416
9,0,2,1,0,9,9,9,9,7,Pay-of,0,VA,8,0,0,0,0.9747430021,0.0252569979
9,7,1,9,0,7,9,9,9,1,Pay-of,0,WA,7,0,0,0,0.9928678976,0.0071321024
0,0,8,9,0,9,9,9,9,8,Pay-of,0,NC,0,0,0,0,0.9945423549,0.0054576451
2,3,8,2,0,6,6,9,9,4,Pay-of,0,CA,7,0,0,0,0.9690272314,0.0309727686
7,8,8,7,0,7,9,9,9,0,Pay-of,0,MD,9,0,0,0,0.9895219866,0.0104780134
9,7,4,2,0,8,6,9,9,9,Pay-of,0,FL,1,0,0,0,0.97616457,0.02383543
0,0,8,2,0,8,9,9,9,4,Pay-of,0,OR,3,0,0,0,0.97616457,0.02383543
7,8,1,6,0,7,9,9,9,0,Pay-of,0,NY,5,0,0,0,0.9873068518,0.0126931482
9,3,4,8,0,9,8,9,9,9,Pay-of,0,CA,7,0,0,0,0.9933814667,0.0066185333
7,9,1,4,0,9,9,9,9,3,Pay-of,0,IL,6,1,0,0,0.9857288824,0.0142711176
2,0,8,9,0,9,8,9,9,5,Pay-of,0,VA,8,0,0,0,0.9945423549,0.0054576451
8,3,8,9,0,9,8,9,9,6,Pay-of,0,CO,8,0,0,0,0.9945423549,0.0054576451
3,6,8,5,0,5,6,9,9,4,Pay-of,0,OR,3,0,0,0,0.97997647,0.02002353
0,3,5,8,0,7,8,9,9,2,Pay-of,0,CA,7,0,0,0,0.9913539342,0.0086460658
9,0,8,1,0,8,8,9,9,5,Pay-of,0,VA,8,0,0,0,0.9712077381,0.0287922619
3,4,8,8,0,7,8,9,9,2,Pay-of,0,CT,9,0,0,0,0.9913539342,0.0086460658
4,5,8,8,0,5,8,9,9,2,Pay-of,0,IL,6,0,0,0,0.9887123417,0.0112876583
8,2,0,0,0,9,9,9,9,9,Pay-of,0,VA,8,0,0,0,0.969499777,0.030500223
0,0,8,8,0,8,8,9,9,5,Pay-of,0,VA,8,0,0,0,0.9924348117,0.0075651883
9,5,0,9,0,8,9,9,9,2,Pay-of,0,WA,7,0,0,0,0.9937607,0.0062393
8,0,1,2,0,9,8,9,9,8,Pay-of,0,TN,0,0,0,0,0.979104303,0.020895697
0,1,1,6,0,9,8,9,9,7,Pay-of,0,UT,8,0,0,0,0.9902741283,0.0097258717
7,8,3,4,0,8,6,9,9,9,Pay-of,0,NH,9,0,0,0,0.9837056251,0.0162943749
5,9,8,2,0,8,6,9,9,8,Pay-of,0,CA,7,0,0,0,0.97616457,0.02383543
3,9,6,5,1,9,6,9,9,9,Pay-of,0,CA,7,0,0,0,0.9911658302,0.0088341698
1,9,8,7,0,9,6,9,9,9,Pay-of,0,NJ,9,1,0,0,0.9919756399,0.0080243601
4,2,8,7,0,7,8,9,9,3,Pay-of,0,CA,7,0,0,0,0.9895219866,0.0104780134
1,1,8,5,0,8,9,9,9,4,Pay-of,0,CA,7,0,0,0,0.9865406577,0.0134593423
8,5,8,5,0,9,7,9,9,9,Pay-of,0,HI,8,0,0,0,0.9882161086,0.0117838914
5,4,9,8,0,6,6,8,9,5,Pay-of,0,NY,5,0,0,0,0.9901201636,0.0098798364
5,6,0,6,1,9,9,9,9,6,Pay-of,0,CA,7,0,0,0,0.9927124892,0.0072875108
7,0,4,3,1,8,8,9,9,5,Pay-of,0,CT,9,0,0,0,0.985190544,0.014809456
5,4,2,8,0,7,9,9,9,1,Pay-of,0,VA,8,0,0,0,0.9913539342,0.0086460658
5,3,2,6,0,5,9,9,9,0,Pay-of,0,MD,9,0,0,0,0.983449416,0.016550584
5,3,5,2,0,9,6,9,9,9,Pay-of,0,NY,5,0,0,0,0.979104303,0.020895697
5,1,0,9,0,8,6,9,9,8,Pay-of,0,GA,4,0,0,0,0.9937607,0.0062393
8,5,1,5,0,9,9,9,9,3,Pay-of,0,CA,7,0,0,0,0.9882161086,0.0117838914
5,1,8,4,1,3,8,9,9,0,Pay-of,0,CA,7,0,0,0,0.9763026448,0.0236973552
5,0,8,4,0,1,8,9,9,0,Pay-of,0,NY,5,0,0,0,0.9592246932,0.0407753068
5,7,8,6,1,8,4,9,9,9,Pay-of,0,IL,6,0,0,0,0.991670952,0.008329048
1,5,4,8,0,8,4,9,9,9,Pay-of,0,CA,7,0,0,0,0.9924348117,0.0075651883
0,1,1,9,0,7,6,9,9,7,Pay-of,0,MA,8,0,0,0,0.9928678976,0.0071321024
7,7,0,8,1,5,9,9,9,0,Pay-of,0,VA,8,0,0,0,0.9915389107,0.0084610893
9,2,1,2,0,8,6,9,9,8,Pay-of,0,CT,9,0,0,0,0.97616457,0.02383543
9,1,1,8,1,7,9,9,9,1,Pay-of,0,NY,5,0,0,0,0.9935233489,0.0064766511
